transaction_id,customer_id,product_code,product_category,transaction_date,quantity,unit_price,gross_revenue,net_revenue,tax_amount,reconciliation_status,source_vs_gl_variance,gl_vs_bank_variance,days_to_post
TXN-0002012,C0050,P049,Software,2024-12-09,7,81.99,688.68,573.9,114.78,MATCHED,0.0,0.0,5
TXN-0002013,C0123,P024,Electronics,2024-11-10,4,244.39,1173.06,977.55,195.51,MATCHED,0.0,0.0,4
TXN-0002014,C0154,P027,Software,2024-09-23,3,244.84,881.44,734.53,146.91,MATCHED,0.0,0.0,2
TXN-0002015,C0017,P032,Services,2024-10-14,1,1327.72,1593.26,1327.72,265.54,MATCHED,0.0,0.0,0
TXN-0002016,C0072,P046,Clothing,2024-07-20,1,110.25,132.3,110.25,22.05,MATCHED,0.0,0.0,2
TXN-0002017,C0138,P030,Clothing,2024-11-05,6,14.75,106.22,88.52,17.7,MATCHED,0.0,0.0,2
TXN-0002018,C0194,P020,Clothing,2024-12-18,8,13.37,128.38,106.98,21.4,MATCHED,0.0,0.0,4
TXN-0002019,C0087,P045,Services,2024-02-16,10,107.22,1286.68,1072.23,214.45,BANK_VARIANCE,0.0,7.37,5
TXN-0002020,C0065,P032,Services,2024-11-18,10,157.03,1884.32,1570.27,314.05,MATCHED,0.0,0.0,2
TXN-0002021,C0083,P018,Electronics,2024-05-02,4,407.73,1957.09,1630.91,326.18,MATCHED,0.0,0.0,4
TXN-0002022,C0174,P013,Clothing,2024-07-29,6,10.23,73.64,61.37,12.27,MISSING_IN_GL,0.0,0.0,2
TXN-0002023,C0036,P017,Services,2024-12-18,4,279.33,1340.77,1117.31,223.46,BANK_VARIANCE,0.0,49.75,2
TXN-0002024,C0083,P013,Clothing,2024-04-14,9,10.2,110.21,91.84,18.37,MISSING_IN_GL,0.0,0.0,3
TXN-0002025,C0053,P038,Furniture,2024-11-02,5,51.21,307.24,256.03,51.21,MATCHED,0.0,0.0,5
TXN-0002026,C0063,P022,Software,2024-07-19,8,48.41,464.77,387.31,77.46,MATCHED,0.0,0.0,3
TXN-0002027,C0038,P046,Clothing,2024-05-10,9,6.04,65.24,54.37,10.87,MATCHED,0.0,0.0,4
TXN-0002028,C0001,P005,Services,2024-02-04,9,78.12,843.65,703.04,140.61,MATCHED,0.0,0.0,1
TXN-0002029,C0131,P017,Services,2024-10-17,9,168.15,1816.04,1513.37,302.67,BANK_VARIANCE,0.0,62.14,3
TXN-0002030,C0112,P013,Clothing,2024-07-17,8,6.74,64.69,53.91,10.78,BANK_VARIANCE,0.0,0.3,2
TXN-0002031,C0018,P008,Services,2024-05-22,1,567.67,681.2,567.67,113.53,MATCHED,0.0,0.0,0
TXN-0002032,C0053,P036,Clothing,2024-01-21,2,39.09,93.8,78.17,15.63,MATCHED,0.0,0.0,5
TXN-0002033,C0073,P037,Furniture,2024-08-08,10,11.8,141.55,117.96,23.59,MATCHED,0.0,0.0,1
TXN-0002034,C0091,P015,Software,2024-05-01,5,83.07,498.4,415.33,83.07,MISSING_IN_GL,0.0,0.0,1
TXN-0002035,C0099,P002,Electronics,2024-04-14,4,299.38,1437.01,1197.51,239.5,MATCHED,0.0,0.0,4
TXN-0002036,C0070,P040,Services,2024-09-05,10,42.09,505.12,420.93,84.19,BANK_VARIANCE,0.0,20.6,0
TXN-0002037,C0045,P007,Software,2024-04-22,4,108.66,521.57,434.64,86.93,GL_VARIANCE,13.25,0.0,2
TXN-0002038,C0099,P007,Software,2024-08-16,7,36.05,302.86,252.38,50.48,BANK_VARIANCE,0.0,10.87,1
TXN-0002039,C0099,P015,Software,2024-11-10,8,40.66,390.32,325.27,65.05,GL_VARIANCE,2.45,0.0,3
TXN-0002040,C0135,P002,Electronics,2024-06-24,8,147.59,1416.85,1180.71,236.14,MATCHED,0.0,0.0,2
TXN-0002041,C0037,P002,Electronics,2024-12-26,8,140.46,1348.43,1123.69,224.74,BANK_VARIANCE,0.0,11.55,0
TXN-0002042,C0054,P039,Services,2024-04-21,3,468.11,1685.2,1404.33,280.87,MATCHED,0.0,0.0,2
TXN-0002043,C0098,P023,Services,2024-11-03,5,177.22,1063.34,886.12,177.22,MATCHED,0.0,0.0,3
TXN-0002044,C0006,P002,Electronics,2024-07-18,2,688.38,1652.11,1376.76,275.35,GL_VARIANCE,49.09,0.0,4
TXN-0002045,C0023,P023,Services,2024-08-11,7,118.77,997.7,831.42,166.28,GL_VARIANCE,37.8,0.0,2
TXN-0002046,C0057,P023,Services,2024-10-26,5,134.85,809.12,674.27,134.85,GL_VARIANCE,5.34,0.0,5
TXN-0002047,C0094,P034,Services,2024-01-25,1,1118.93,1342.72,1118.93,223.79,MATCHED,0.0,0.0,1
TXN-0002048,C0013,P006,Software,2024-05-08,10,78.03,936.4,780.33,156.07,MISSING_IN_GL,0.0,0.0,0
TXN-0002049,C0112,P034,Services,2024-05-22,5,303.68,1822.09,1518.41,303.68,MATCHED,0.0,0.0,1
TXN-0002050,C0024,P015,Software,2024-11-13,2,278.55,668.52,557.1,111.42,MATCHED,0.0,0.0,0
TXN-0002051,C0141,P037,Furniture,2024-08-28,3,98.8,355.67,296.39,59.28,MATCHED,0.0,0.0,3
TXN-0002052,C0018,P011,Electronics,2024-02-21,4,192.23,922.72,768.93,153.79,BANK_VARIANCE,0.0,27.4,2
TXN-0002053,C0186,P012,Services,2024-04-01,9,115.64,1248.89,1040.74,208.15,MATCHED,0.0,0.0,1
TXN-0002054,C0044,P035,Software,2024-05-19,1,949.11,1138.93,949.11,189.82,MATCHED,0.0,0.0,4
TXN-0002055,C0043,P002,Electronics,2024-01-25,7,160.89,1351.48,1126.23,225.25,MATCHED,0.0,0.0,3
TXN-0002056,C0147,P010,Clothing,2024-05-22,10,10.62,127.43,106.19,21.24,MATCHED,0.0,0.0,3
TXN-0002057,C0164,P016,Electronics,2024-11-06,4,266.04,1277.0,1064.17,212.83,MATCHED,0.0,0.0,0
TXN-0002058,C0126,P005,Services,2024-12-12,5,315.89,1895.32,1579.43,315.89,GL_VARIANCE,41.77,0.0,3
TXN-0002059,C0134,P036,Clothing,2024-06-30,9,8.75,94.48,78.73,15.75,GL_VARIANCE,3.79,0.0,4
TXN-0002060,C0105,P037,Furniture,2024-03-26,5,63.1,378.61,315.51,63.1,MISSING_IN_GL,0.0,0.0,4
TXN-0002061,C0077,P032,Services,2024-02-29,2,275.75,661.79,551.49,110.3,BANK_VARIANCE,0.0,27.43,4
TXN-0002062,C0125,P027,Software,2024-04-11,1,536.93,644.32,536.93,107.39,MATCHED,0.0,0.0,0
TXN-0002063,C0195,P014,Furniture,2024-03-12,3,76.89,276.79,230.66,46.13,GL_VARIANCE,9.98,0.0,5
TXN-0002064,C0103,P020,Clothing,2024-08-26,4,16.42,78.8,65.67,13.13,GL_VARIANCE,0.84,0.0,5
TXN-0002065,C0014,P030,Clothing,2024-05-05,3,21.15,76.13,63.44,12.69,MATCHED,0.0,0.0,1
TXN-0002066,C0120,P041,Furniture,2024-07-16,1,376.82,452.18,376.82,75.36,MATCHED,0.0,0.0,5
TXN-0002067,C0123,P028,Electronics,2024-01-21,9,61.72,666.56,555.47,111.09,MISSING_IN_GL,0.0,0.0,3
TXN-0002068,C0003,P005,Services,2024-02-21,9,91.44,987.58,822.98,164.6,MATCHED,0.0,0.0,1
TXN-0002069,C0056,P048,Software,2024-11-18,1,783.33,940.0,783.33,156.67,MISSING_IN_GL,0.0,0.0,4
TXN-0002070,C0084,P024,Electronics,2024-05-25,10,48.26,579.11,482.59,96.52,GL_VARIANCE,8.38,0.0,2
TXN-0002071,C0132,P004,Clothing,2024-01-19,8,12.76,122.53,102.11,20.42,GL_VARIANCE,2.22,0.0,5
TXN-0002072,C0040,P050,Furniture,2024-07-12,9,29.38,317.28,264.4,52.88,MATCHED,0.0,0.0,2
TXN-0002073,C0037,P043,Clothing,2024-04-10,5,18.86,113.14,94.28,18.86,MATCHED,0.0,0.0,0
TXN-0002074,C0078,P040,Services,2024-01-07,1,860.67,1032.8,860.67,172.13,MATCHED,0.0,0.0,1
TXN-0002075,C0141,P013,Clothing,2024-10-17,3,22.55,81.18,67.65,13.53,MATCHED,0.0,0.0,2
TXN-0002076,C0187,P014,Furniture,2024-09-04,1,100.17,120.2,100.17,20.03,MATCHED,0.0,0.0,0
TXN-0002077,C0021,P015,Software,2024-12-08,8,75.15,721.48,601.23,120.25,MATCHED,0.0,0.0,3
TXN-0002078,C0148,P022,Software,2024-10-12,8,89.08,855.12,712.6,142.52,MATCHED,0.0,0.0,4
TXN-0002079,C0171,P048,Software,2024-12-15,9,55.33,597.54,497.95,99.59,MATCHED,0.0,0.0,5
TXN-0002080,C0058,P038,Furniture,2024-01-12,10,25.6,307.21,256.01,51.2,MATCHED,0.0,0.0,3
TXN-0002081,C0104,P031,Software,2024-01-27,5,90.83,544.97,454.14,90.83,GL_VARIANCE,22.09,0.0,4
TXN-0002082,C0058,P020,Clothing,2024-04-22,3,34.05,122.58,102.15,20.43,MISSING_IN_GL,0.0,0.0,1
TXN-0002083,C0093,P030,Clothing,2024-07-30,9,12.39,133.76,111.47,22.29,MISSING_IN_GL,0.0,0.0,5
TXN-0002084,C0042,P026,Clothing,2024-11-15,2,33.87,81.29,67.74,13.55,MATCHED,0.0,0.0,3
TXN-0002085,C0104,P043,Clothing,2024-08-09,1,35.97,43.16,35.97,7.19,MATCHED,0.0,0.0,1
TXN-0002086,C0079,P027,Software,2024-04-30,6,100.81,725.86,604.88,120.98,MATCHED,0.0,0.0,3
TXN-0002087,C0111,P032,Services,2024-04-30,4,378.35,1816.08,1513.4,302.68,MATCHED,0.0,0.0,2
TXN-0002088,C0097,P016,Electronics,2024-02-12,3,424.76,1529.12,1274.27,254.85,BANK_VARIANCE,0.0,20.85,0
TXN-0002089,C0110,P006,Software,2024-09-09,3,103.91,374.08,311.73,62.35,MISSING_IN_GL,0.0,0.0,0
TXN-0002090,C0035,P045,Services,2024-05-29,1,1177.56,1413.07,1177.56,235.51,GL_VARIANCE,10.46,0.0,2
TXN-0002091,C0043,P044,Software,2024-06-07,6,127.38,917.1,764.25,152.85,BANK_VARIANCE,0.0,3.35,2
TXN-0002092,C0050,P007,Software,2024-03-28,1,279.21,335.05,279.21,55.84,BANK_VARIANCE,0.0,0.01,3
TXN-0002093,C0019,P032,Services,2024-11-09,10,52.9,634.86,529.05,105.81,MISSING_IN_GL,0.0,0.0,2
TXN-0002094,C0165,P009,Clothing,2024-12-24,5,7.17,43.01,35.84,7.17,MATCHED,0.0,0.0,4
TXN-0002095,C0101,P007,Software,2024-06-22,5,124.46,746.77,622.31,124.46,MATCHED,0.0,0.0,5
TXN-0002096,C0079,P011,Electronics,2024-05-30,6,231.36,1665.76,1388.13,277.63,MISSING_IN_GL,0.0,0.0,5
TXN-0002097,C0171,P046,Clothing,2024-06-16,4,25.83,123.98,103.32,20.66,MATCHED,0.0,0.0,1
TXN-0002098,C0016,P016,Electronics,2024-10-27,1,1072.74,1287.29,1072.74,214.55,MATCHED,0.0,0.0,0
TXN-0002099,C0073,P010,Clothing,2024-06-19,3,13.23,47.63,39.69,7.94,MATCHED,0.0,0.0,5
TXN-0002100,C0032,P021,Furniture,2024-11-25,7,39.11,328.54,273.78,54.76,MATCHED,0.0,0.0,5
TXN-0002101,C0094,P043,Clothing,2024-03-21,4,19.92,95.63,79.69,15.94,GL_VARIANCE,2.62,0.0,3
TXN-0002102,C0048,P013,Clothing,2024-09-11,5,12.21,73.27,61.06,12.21,MATCHED,0.0,0.0,3
TXN-0002103,C0084,P043,Clothing,2024-12-28,6,19.5,140.39,116.99,23.4,GL_VARIANCE,0.79,0.0,3
TXN-0002104,C0002,P043,Clothing,2024-03-25,10,5.83,70.0,58.33,11.67,MATCHED,0.0,0.0,2
TXN-0002105,C0011,P027,Software,2024-03-12,6,53.32,383.89,319.91,63.98,MATCHED,0.0,0.0,1
TXN-0002106,C0107,P033,Software,2024-01-20,4,175.74,843.53,702.94,140.59,MATCHED,0.0,0.0,0
TXN-0002107,C0087,P041,Furniture,2024-01-02,10,20.82,249.86,208.22,41.64,MATCHED,0.0,0.0,0
TXN-0002108,C0038,P031,Software,2024-06-19,4,207.17,994.42,828.68,165.74,MATCHED,0.0,0.0,5
TXN-0002109,C0101,P043,Clothing,2024-09-27,5,21.44,128.64,107.2,21.44,MISSING_IN_GL,0.0,0.0,4
TXN-0002110,C0152,P040,Services,2024-10-07,1,1511.89,1814.27,1511.89,302.38,GL_VARIANCE,72.88,0.0,2
TXN-0002111,C0005,P035,Software,2024-07-27,5,199.52,1197.11,997.59,199.52,MATCHED,0.0,0.0,4
TXN-0002112,C0156,P041,Furniture,2024-10-19,7,55.65,467.44,389.53,77.91,GL_VARIANCE,17.8,0.0,1
TXN-0002113,C0167,P021,Furniture,2024-01-20,5,70.09,420.53,350.44,70.09,MATCHED,0.0,0.0,1
TXN-0002114,C0136,P043,Clothing,2024-04-27,5,22.28,133.67,111.39,22.28,MATCHED,0.0,0.0,0
TXN-0002115,C0111,P015,Software,2024-01-25,7,137.72,1156.81,964.01,192.8,MATCHED,0.0,0.0,0
TXN-0002116,C0129,P018,Electronics,2024-11-23,7,167.51,1407.12,1172.6,234.52,MATCHED,0.0,0.0,2
TXN-0002117,C0137,P050,Furniture,2024-12-04,10,28.01,336.08,280.07,56.01,MATCHED,0.0,0.0,4
TXN-0002118,C0186,P019,Clothing,2024-06-17,7,14.31,120.2,100.17,20.03,MISSING_IN_GL,0.0,0.0,1
TXN-0002119,C0085,P035,Software,2024-11-27,7,106.01,890.5,742.08,148.42,MATCHED,0.0,0.0,1
TXN-0002120,C0169,P031,Software,2024-05-29,5,53.1,318.62,265.52,53.1,MATCHED,0.0,0.0,5
TXN-0002121,C0093,P017,Services,2024-02-19,4,224.67,1078.43,898.69,179.74,MATCHED,0.0,0.0,2
TXN-0002122,C0040,P020,Clothing,2024-03-03,2,59.91,143.77,119.81,23.96,MATCHED,0.0,0.0,0
TXN-0002123,C0030,P016,Electronics,2024-08-19,5,107.82,646.9,539.08,107.82,MATCHED,0.0,0.0,2
TXN-0002124,C0124,P008,Services,2024-12-08,9,111.17,1200.67,1000.56,200.11,GL_VARIANCE,25.56,0.0,4
TXN-0002125,C0046,P018,Electronics,2024-07-17,2,755.21,1812.5,1510.42,302.08,MATCHED,0.0,0.0,1
TXN-0002126,C0017,P035,Software,2024-03-24,10,95.87,1150.45,958.71,191.74,MATCHED,0.0,0.0,1
TXN-0002127,C0123,P022,Software,2024-11-19,9,41.14,444.3,370.25,74.05,MATCHED,0.0,0.0,2
TXN-0002128,C0132,P002,Electronics,2024-07-25,7,129.89,1091.09,909.24,181.85,MATCHED,0.0,0.0,1
TXN-0002129,C0191,P011,Electronics,2024-04-26,10,70.67,848.03,706.69,141.34,MATCHED,0.0,0.0,5
TXN-0002130,C0165,P050,Furniture,2024-07-07,7,35.47,297.97,248.31,49.66,MATCHED,0.0,0.0,1
TXN-0002131,C0005,P003,Electronics,2024-12-06,10,49.91,598.93,499.11,99.82,MATCHED,0.0,0.0,2
TXN-0002132,C0119,P042,Clothing,2024-02-13,1,60.49,72.59,60.49,12.1,MATCHED,0.0,0.0,1
TXN-0002133,C0127,P007,Software,2024-10-10,2,348.0,835.19,695.99,139.2,BANK_VARIANCE,0.0,4.73,4
TXN-0002134,C0063,P047,Electronics,2024-06-08,1,1478.14,1773.77,1478.14,295.63,MATCHED,0.0,0.0,4
TXN-0002135,C0171,P028,Electronics,2024-03-11,1,846.16,1015.39,846.16,169.23,MATCHED,0.0,0.0,5
TXN-0002136,C0106,P017,Services,2024-02-08,5,275.77,1654.6,1378.83,275.77,MATCHED,0.0,0.0,4
TXN-0002137,C0006,P024,Electronics,2024-01-14,5,110.28,661.68,551.4,110.28,MATCHED,0.0,0.0,2
TXN-0002138,C0155,P021,Furniture,2024-11-02,3,51.81,186.52,155.43,31.09,MISSING_IN_GL,0.0,0.0,0
TXN-0002139,C0032,P024,Electronics,2024-04-03,6,100.51,723.67,603.06,120.61,MATCHED,0.0,0.0,4
TXN-0002140,C0080,P014,Furniture,2024-10-08,1,274.67,329.6,274.67,54.93,MATCHED,0.0,0.0,4
TXN-0002141,C0077,P006,Software,2024-10-09,10,85.87,1030.42,858.68,171.74,MISSING_IN_GL,0.0,0.0,5
TXN-0002142,C0108,P020,Clothing,2024-02-17,1,39.04,46.85,39.04,7.81,MATCHED,0.0,0.0,5
TXN-0002143,C0151,P022,Software,2024-01-03,2,225.9,542.15,451.79,90.36,MATCHED,0.0,0.0,0
TXN-0002144,C0028,P031,Software,2024-05-15,7,40.27,338.27,281.89,56.38,MISSING_IN_GL,0.0,0.0,1
TXN-0002145,C0086,P038,Furniture,2024-03-27,4,95.47,458.28,381.9,76.38,MATCHED,0.0,0.0,1
TXN-0002146,C0121,P042,Clothing,2024-04-21,2,56.31,135.16,112.63,22.53,MATCHED,0.0,0.0,5
TXN-0002147,C0105,P046,Clothing,2024-01-03,9,4.6,49.68,41.4,8.28,MATCHED,0.0,0.0,5
TXN-0002148,C0016,P034,Services,2024-08-08,4,362.52,1740.11,1450.09,290.02,GL_VARIANCE,39.71,0.0,1
TXN-0002149,C0089,P040,Services,2024-03-10,9,133.36,1440.31,1200.26,240.05,MATCHED,0.0,0.0,3
TXN-0002150,C0158,P038,Furniture,2024-03-04,5,44.69,268.15,223.46,44.69,MATCHED,0.0,0.0,5
TXN-0002151,C0104,P027,Software,2024-10-29,1,441.25,529.5,441.25,88.25,MATCHED,0.0,0.0,1
TXN-0002152,C0172,P048,Software,2024-05-07,3,146.57,527.64,439.7,87.94,BANK_VARIANCE,0.0,2.65,1
TXN-0002153,C0176,P046,Clothing,2024-07-21,1,33.62,40.34,33.62,6.72,MATCHED,0.0,0.0,1
TXN-0002154,C0184,P014,Furniture,2024-02-26,1,182.96,219.55,182.96,36.59,MATCHED,0.0,0.0,5
TXN-0002155,C0038,P001,Software,2024-11-27,8,70.0,672.02,560.02,112.0,MATCHED,0.0,0.0,0
TXN-0002156,C0114,P024,Electronics,2024-12-05,9,98.77,1066.68,888.9,177.78,MATCHED,0.0,0.0,1
TXN-0002157,C0126,P041,Furniture,2024-09-07,4,35.94,172.52,143.77,28.75,MATCHED,0.0,0.0,2
TXN-0002158,C0192,P028,Electronics,2024-08-22,1,13721.81,16466.17,13721.81,2744.36,MATCHED,0.0,0.0,4
TXN-0002159,C0073,P019,Clothing,2024-05-23,5,9.67,58.02,48.35,9.67,MATCHED,0.0,0.0,1
TXN-0002160,C0151,P028,Electronics,2024-08-20,9,165.36,1785.86,1488.22,297.64,MATCHED,0.0,0.0,2
TXN-0002161,C0070,P020,Clothing,2024-03-23,5,17.6,105.58,87.98,17.6,GL_VARIANCE,4.24,0.0,3
TXN-0002162,C0142,P015,Software,2024-09-17,4,144.65,694.32,578.6,115.72,GL_VARIANCE,11.13,0.0,5
TXN-0002163,C0177,P010,Clothing,2024-02-20,9,4.43,47.86,39.88,7.98,MATCHED,0.0,0.0,2
TXN-0002164,C0017,P043,Clothing,2024-10-17,7,10.93,91.78,76.48,15.3,MATCHED,0.0,0.0,0
TXN-0002165,C0158,P016,Electronics,2024-10-21,4,415.84,1996.02,1663.35,332.67,MISSING_IN_GL,0.0,0.0,4
TXN-0002166,C0006,P012,Services,2024-06-16,1,1153.02,1383.62,1153.02,230.6,MATCHED,0.0,0.0,5
TXN-0002167,C0028,P050,Furniture,2024-06-05,1,266.16,319.39,266.16,53.23,GL_VARIANCE,2.58,0.0,5
TXN-0002168,C0103,P049,Software,2024-12-08,5,113.73,682.37,568.64,113.73,BANK_VARIANCE,0.0,5.68,4
TXN-0002169,C0063,P037,Furniture,2024-06-15,8,33.65,323.05,269.21,53.84,BANK_VARIANCE,0.0,2.65,0
TXN-0002170,C0127,P022,Software,2024-04-26,9,57.52,621.19,517.66,103.53,MATCHED,0.0,0.0,3
TXN-0002171,C0060,P036,Clothing,2024-07-29,10,3.15,37.78,31.48,6.3,MATCHED,0.0,0.0,0
TXN-0002172,C0175,P014,Furniture,2024-10-07,2,120.06,288.14,240.12,48.02,MATCHED,0.0,0.0,3
TXN-0002173,C0025,P046,Clothing,2024-01-19,4,10.55,50.65,42.21,8.44,MATCHED,0.0,0.0,2
TXN-0002174,C0054,P001,Software,2024-02-17,5,187.73,1126.38,938.65,187.73,BANK_VARIANCE,0.0,41.76,2
TXN-0002175,C0162,P016,Electronics,2024-05-03,5,255.18,1531.07,1275.89,255.18,BANK_VARIANCE,0.0,34.26,0
TXN-0002176,C0056,P031,Software,2024-07-29,1,766.75,920.1,766.75,153.35,GL_VARIANCE,31.33,0.0,2
TXN-0002177,C0001,P007,Software,2024-08-06,10,31.65,379.84,316.53,63.31,MATCHED,0.0,0.0,5
TXN-0002178,C0007,P023,Services,2024-02-19,9,169.07,1825.91,1521.59,304.32,MATCHED,0.0,0.0,5
TXN-0002179,C0060,P037,Furniture,2024-01-24,3,35.47,127.69,106.41,21.28,MATCHED,0.0,0.0,5
TXN-0002180,C0118,P012,Services,2024-02-01,3,211.68,762.04,635.03,127.01,MATCHED,0.0,0.0,5
TXN-0002181,C0094,P029,Software,2024-11-17,2,209.61,503.06,419.22,83.84,MATCHED,0.0,0.0,2
TXN-0002182,C0044,P044,Software,2024-07-10,3,191.29,688.64,573.87,114.77,GL_VARIANCE,10.85,0.0,0
TXN-0002183,C0022,P035,Software,2024-03-21,7,54.47,457.58,381.32,76.26,MATCHED,0.0,0.0,1
TXN-0002184,C0069,P005,Services,2024-09-23,4,146.12,701.39,584.49,116.9,MATCHED,0.0,0.0,5
TXN-0002185,C0116,P036,Clothing,2024-03-21,10,10.95,131.45,109.54,21.91,BANK_VARIANCE,0.0,5.39,4
TXN-0002186,C0045,P035,Software,2024-11-08,8,93.17,894.47,745.39,149.08,MATCHED,0.0,0.0,3
TXN-0002187,C0104,P018,Electronics,2024-05-31,1,876.24,1051.49,876.24,175.25,MATCHED,0.0,0.0,3
TXN-0002188,C0178,P050,Furniture,2024-03-05,10,26.06,312.76,260.63,52.13,MATCHED,0.0,0.0,0
TXN-0002189,C0123,P015,Software,2024-07-21,2,401.38,963.3,802.75,160.55,MISSING_IN_GL,0.0,0.0,5
TXN-0002190,C0047,P038,Furniture,2024-10-02,1,313.73,376.48,313.73,62.75,MISSING_IN_GL,0.0,0.0,1
TXN-0002191,C0019,P009,Clothing,2024-05-03,10,5.16,61.97,51.64,10.33,MISSING_IN_GL,0.0,0.0,4
TXN-0002192,C0067,P036,Clothing,2024-06-19,2,18.76,45.02,37.52,7.5,MATCHED,0.0,0.0,4
TXN-0002193,C0036,P009,Clothing,2024-04-22,8,13.07,125.44,104.53,20.91,MATCHED,0.0,0.0,5
TXN-0002194,C0109,P041,Furniture,2024-11-20,8,15.85,152.17,126.81,25.36,MATCHED,0.0,0.0,4
TXN-0002195,C0087,P006,Software,2024-01-16,3,267.77,963.97,803.31,160.66,MATCHED,0.0,0.0,0
TXN-0002196,C0022,P049,Software,2024-06-14,1,258.65,310.38,258.65,51.73,MATCHED,0.0,0.0,1
TXN-0002197,C0177,P049,Software,2024-04-07,2,403.32,967.98,806.65,161.33,MATCHED,0.0,0.0,3
TXN-0002198,C0162,P007,Software,2024-11-05,6,96.54,695.08,579.23,115.85,MATCHED,0.0,0.0,0
TXN-0002199,C0130,P047,Electronics,2024-11-26,7,93.17,782.64,652.2,130.44,MATCHED,0.0,0.0,2
TXN-0002200,C0154,P049,Software,2024-12-08,9,52.12,562.92,469.1,93.82,MATCHED,0.0,0.0,4
TXN-0002201,C0045,P035,Software,2024-05-27,2,303.79,729.1,607.58,121.52,MATCHED,0.0,0.0,4
TXN-0002202,C0130,P040,Services,2024-08-10,8,168.25,1615.16,1345.97,269.19,MATCHED,0.0,0.0,3
TXN-0002203,C0097,P002,Electronics,2024-06-25,5,101.92,611.52,509.6,101.92,MATCHED,0.0,0.0,5
TXN-0002204,C0039,P022,Software,2024-07-26,5,63.3,379.82,316.52,63.3,MISSING_IN_GL,0.0,0.0,3
TXN-0002205,C0059,P037,Furniture,2024-06-13,5,27.38,164.26,136.88,27.38,MISSING_IN_GL,0.0,0.0,2
TXN-0002206,C0011,P043,Clothing,2024-10-09,3,11.47,41.29,34.41,6.88,BANK_VARIANCE,0.0,0.65,5
TXN-0002207,C0106,P003,Electronics,2024-11-04,4,323.44,1552.52,1293.77,258.75,MATCHED,0.0,0.0,4
TXN-0002208,C0135,P036,Clothing,2024-04-04,1,71.4,85.68,71.4,14.28,BANK_VARIANCE,0.0,2.78,1
TXN-0002209,C0065,P005,Services,2024-09-27,2,236.43,567.42,472.85,94.57,MATCHED,0.0,0.0,0
TXN-0002210,C0165,P036,Clothing,2024-03-31,5,22.47,134.84,112.37,22.47,MATCHED,0.0,0.0,4
TXN-0002211,C0097,P031,Software,2024-04-06,9,69.32,748.61,623.84,124.77,MATCHED,0.0,0.0,4
TXN-0002212,C0037,P042,Clothing,2024-12-22,3,11.92,42.92,35.77,7.15,MATCHED,0.0,0.0,3
TXN-0002213,C0171,P040,Services,2024-06-06,9,134.83,1456.18,1213.48,242.7,BANK_VARIANCE,0.0,39.15,3
TXN-0002214,C0095,P020,Clothing,2024-09-27,7,6.32,53.12,44.27,8.85,MATCHED,0.0,0.0,3
TXN-0002215,C0119,P014,Furniture,2024-01-21,5,26.25,157.48,131.23,26.25,MATCHED,0.0,0.0,3
TXN-0002216,C0193,P019,Clothing,2024-07-10,3,38.36,138.11,115.09,23.02,MATCHED,0.0,0.0,2
TXN-0002217,C0140,P003,Electronics,2024-12-15,6,116.98,842.28,701.9,140.38,MATCHED,0.0,0.0,1
TXN-0002218,C0121,P019,Clothing,2024-07-12,1,47.25,56.7,47.25,9.45,MATCHED,0.0,0.0,2
TXN-0002219,C0136,P027,Software,2024-09-15,9,93.79,1012.88,844.07,168.81,BANK_VARIANCE,0.0,40.51,0
TXN-0002220,C0179,P050,Furniture,2024-09-13,4,41.94,201.31,167.76,33.55,MISSING_IN_GL,0.0,0.0,4
TXN-0002221,C0179,P012,Services,2024-02-01,3,465.5,1675.8,1396.5,279.3,GL_VARIANCE,42.6,0.0,5
TXN-0002222,C0062,P045,Services,2024-04-14,1,807.91,969.49,807.91,161.58,MATCHED,0.0,0.0,1
TXN-0002223,C0066,P014,Furniture,2024-10-27,4,97.73,469.1,390.92,78.18,MISSING_IN_GL,0.0,0.0,2
TXN-0002224,C0024,P046,Clothing,2024-02-18,3,13.67,49.2,41.0,8.2,MATCHED,0.0,0.0,5
TXN-0002225,C0013,P039,Services,2024-11-06,2,472.85,1134.83,945.69,189.14,MISSING_IN_GL,0.0,0.0,1
TXN-0002226,C0104,P016,Electronics,2024-11-25,4,312.75,1501.18,1250.98,250.2,GL_VARIANCE,13.57,0.0,2
TXN-0002227,C0022,P015,Software,2024-11-09,1,279.41,335.29,279.41,55.88,MATCHED,0.0,0.0,4
TXN-0002228,C0119,P032,Services,2024-09-13,7,187.15,1572.1,1310.08,262.02,MATCHED,0.0,0.0,3
TXN-0002229,C0048,P050,Furniture,2024-04-16,1,265.76,318.91,265.76,53.15,MATCHED,0.0,0.0,0
TXN-0002230,C0141,P002,Electronics,2024-03-06,7,177.32,1489.46,1241.22,248.24,MATCHED,0.0,0.0,4
TXN-0002231,C0121,P034,Services,2024-11-22,7,215.6,1811.03,1509.19,301.84,MATCHED,0.0,0.0,5
TXN-0002232,C0186,P032,Services,2024-07-31,10,71.67,859.99,716.66,143.33,MATCHED,0.0,0.0,0
TXN-0002233,C0035,P040,Services,2024-01-30,10,121.61,1459.37,1216.14,243.23,MATCHED,0.0,0.0,0
TXN-0002234,C0139,P020,Clothing,2024-05-29,9,9.37,101.2,84.33,16.87,BANK_VARIANCE,0.0,1.22,1
